campaign_id,variant,family,qubits,depth,rows,success_rows,success_rate_pct,median_tvd,median_jsd,median_wall_s,median_simulate_s
noisy-depth,gpu_thrust,ghz,16,2,5,5,100.0,,,8.3278,8.2634
noisy-depth,gpu_thrust,ghz,16,4,5,5,100.0,,,8.1595,8.0965
noisy-depth,gpu_thrust,ghz,16,8,5,5,100.0,,,8.1299,8.0642
noisy-depth,gpu_thrust,ghz,16,12,5,5,100.0,,,8.0766,8.0078
noisy-depth,gpu_thrust,ghz,16,16,5,5,100.0,,,8.1273,8.0619
noisy-depth,gpu_thrust,ghz,16,24,5,5,100.0,,,8.183,8.1165
noisy-depth,gpu_thrust,ghz,20,2,5,5,100.0,,,54.4722,54.4064
noisy-depth,gpu_thrust,ghz,20,4,5,5,100.0,,,54.8653,54.7982
noisy-depth,gpu_thrust,ghz,20,8,5,5,100.0,,,54.6719,54.606
noisy-depth,gpu_thrust,ghz,20,12,5,5,100.0,,,54.7671,54.7005
noisy-depth,gpu_thrust,ghz,20,16,5,5,100.0,,,54.8472,54.7818
noisy-depth,gpu_thrust,ghz,20,24,5,5,100.0,,,54.318,54.2544
noisy-depth,gpu_thrust,ghz,24,2,5,0,0.0,,,,
noisy-depth,gpu_thrust,ghz,24,4,5,0,0.0,,,,
noisy-depth,gpu_thrust,ghz,24,8,5,0,0.0,,,,
noisy-depth,gpu_thrust,ghz,24,12,5,0,0.0,,,,
noisy-depth,gpu_thrust,ghz,24,16,5,0,0.0,,,,
noisy-depth,gpu_thrust,ghz,24,24,5,0,0.0,,,,
noisy-depth,gpu_thrust,trotter,12,2,10,10,100.0,0.065745,0.012455,12.7884,12.72
noisy-depth,gpu_thrust,trotter,12,4,10,10,100.0,0.066051,0.012048,19.3431,19.2741
noisy-depth,gpu_thrust,trotter,12,8,10,10,100.0,0.076422,0.013526,30.577,30.5072
noisy-depth,gpu_thrust,trotter,12,12,10,10,100.0,0.092702,0.015896,47.1652,47.0927
noisy-depth,gpu_thrust,trotter,12,16,10,10,100.0,0.105392,0.0186,58.8167,58.7457
noisy-depth,gpu_thrust,trotter,12,24,10,10,100.0,0.140408,0.027366,82.3192,82.2443
noisy-depth,gpu_thrust,trotter,16,2,10,10,100.0,,,12.4084,12.3407
noisy-depth,gpu_thrust,trotter,16,4,10,10,100.0,,,18.9449,18.8754
noisy-depth,gpu_thrust,trotter,16,8,10,10,100.0,,,31.7076,31.6356
noisy-depth,gpu_thrust,trotter,16,12,10,10,100.0,,,43.7113,43.6374
noisy-depth,gpu_thrust,trotter,16,16,10,10,100.0,,,56.0059,55.9351
noisy-depth,gpu_thrust,trotter,16,24,10,10,100.0,,,77.5064,77.4284
noisy-depth,gpu_thrust,trotter,20,2,10,10,100.0,,,127.7001,127.6293
noisy-depth,gpu_thrust,trotter,20,4,10,10,100.0,,,139.2272,139.1555
noisy-depth,gpu_thrust,trotter,20,8,10,10,100.0,,,237.5852,237.5137
noisy-depth,gpu_thrust,trotter,20,12,10,10,100.0,,,345.1549,345.0764
noisy-depth,gpu_thrust,trotter,20,16,10,10,100.0,,,453.854,453.7757
noisy-depth,gpu_thrust,trotter,20,24,10,0,0.0,,,,
noisy-depth,gpu_thrust,trotter,24,2,10,0,0.0,,,,
noisy-depth,gpu_thrust,trotter,24,4,10,0,0.0,,,,
noisy-depth,gpu_thrust,trotter,24,8,10,0,0.0,,,,
noisy-depth,gpu_thrust,trotter,24,12,10,0,0.0,,,,
noisy-depth,gpu_thrust,trotter,24,16,10,0,0.0,,,,
noisy-depth,gpu_thrust,trotter,24,24,10,0,0.0,,,,
